CODIGO;BIBLIOGRAFIA;TITULO;MINHA BIBLIOTECA;"EX. DA BIBLIOTECA
CT";"EX. DE OUTRAS DO
SIBI";N. DE CHAMADA;Status;TOTAL EXEMPLARES;Classification
772;GA116;Básica;HOOIJBERG, Maarten. Geometrical Geodesy: Using Information and Computer Technology. Berlin: Springer, 2008. Ebook. ISBN 9783540682257. Disponível em: http://dx.doi.org/10.1007/978-3-540-68225-7. Acesso em: 1 ago. 2023.; ; ; ; ;Online;0.0;Apenas Online
773;GA116;Básica;"SEEBER, Günter. Satellite geodesy. 2nd completely rev. and extended ed Berlin; New York City, New York: Walter de Gruyter, 2003. xix, 589 p., il. Inclui bibliografia e índice. ISBN 3110175495 (enc.)."; ;5;0;526.72 S451s 2.ed.;Offline;5.0;Apenas Físico
774;GA116;Básica;"TORGE, Wolfgang. Geodesy. 4th ed. Berlin; Boston, Massachusetts: De Gruyter, c2012. x, 433 p., il. (algumas color.), mapas, 24 cm. (De Gruyter textbook). Inclui referências (p. [383]-420) e índice. ISBN 9783110207187 Broch."; ;6;3;526.1 T682;Offline;9.0;Apenas Físico
775;GA116;Básica;ZANETTI, Maria Aparecida Zehnpfenning. Implicações atuais no relacionamento entre sistemas terrestres de referência de origem local e geocêntrica. 2006. xvi, 111f. Tese (doutorado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa: Curitiba, 2006. Disponível em: http://hdl.handle.net/1884/81045. Acesso em: 31 jul. 2023.;-;1;0;T 526.6 Z28;Online;1.0;Online e Físico
776;GA116;Complementar;COSTA, Sonia Maria Alves. Integração da rede geodésica brasileira aos sistemas de referencia terrestres. 1999. 156 f. Tese (doutorado) - Universidade Federal do Paraná. Disponível em: http://hdl.handle.net/1884/44186. Acesso em: 28 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
777;GA116;Complementar;"DEAKIN, R. E.; HUNTER, M. N. Geometric Geodesy – Part A. RMIT University, Melbourne, Austrália. 2013. 151 p. Disponível em: http://www.mygeodesy.id.au/geodesy/. Acesso em: 14 abr. 2022.";-;0;0; ;Online;0.0;Apenas Online
778;GA116;Complementar;GEMAEL, Camil. Geodésia celeste. Ed. rev Curitiba, PR: Ed. UFPR, 2015. 389 p., il., tabs. (Pesquisa, n.85). Inclui referências ao final de cada capítulo. ISBN 9788584800148.; ;3;12;526.3 G322 ed.rev.;Offline;15.0;Apenas Físico
779;GA116;Complementar;GEMAEL, Camil. Introdução à geodésia geométrica. Curitiba, PR: Curso de Pós-Graduação em Ciências Geodésicas, 1988. 2 v., il., formulas, gráficos, 31 cm.; ;v. - 8,  v.2 - 10; ;526.3 G322 GEO;Offline;9.0;Apenas Físico
780;GA116;Complementar;GHILANI, Charles D. Elementary surveying: an introduction to geomatics. 13th ed Upper Saddle River, NJ: Pearson Prentice-Hall, c2012. xix, 958p., il. Inclui referências e índice. ISBN 9780132554343 (enc.).; ;5;0;526.9 W855 13.ed.;Offline;5.0;Apenas Físico
781;GA116;Complementar;IBGE. Resolução PR 01/2005. Altera a caracterização do Sistema Geodésico Brasileiro. Rio de Janeiro, RJ: IBGE, 2005. 8 P. Disponível em: http://geoftp.ibge.gov.br/metodos_e_outros_documentos_de_referencia/normas/rpr_01_25fev2005.pdf. Acesso em: 31 jul. 2023.; ;;;;Online;0.0;Apenas Online
782;GA116;Complementar;IBGE. Especificações e normas para levantamentos geodésicos associados ao Sistema Geodésico Brasileiro. Rio de Janeiro, RJ: IBGE, 2017. 62 p. Disponível em: https://geoftp.ibge.gov.br/metodos_e_outros_documentos_de_referencia/normas/normas_levantamentos_geodesicos.pdf. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
783;GA116;Complementar;INCRA. Manual de Técnico de Posicionamento – Georreferenciamento de Imóveis Rurais. Brasília, DF. 2022. 37 p., il. Disponível em: https://sigef.incra.gov.br/static/documentos/manual_tecnico_posicionamento_1ed.pdf. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
784;GA116;Complementar;INCRA. Manual Técnico para Georreferenciamento de Imóveis Rurais. [2. ed.]. Brasília, DF. 2022. 63 p., il. Disponível em: https://sigef.incra.gov.br/static/documentos/manual_geo_imoveis.pdf. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
785;GA116;Complementar;JEKELI, C. Geometric Reference Systems in Geodesy. Ohio State University. 2016. 214p. Disponível em: https://kb.osu.edu/handle/1811/77986. Acesso em: 14 abr. 2022.;-;0;0; ;Online;0.0;Apenas Online
786;GA116;Complementar;MONICO, João Francisco Galera. Posicionamento pelo GNSS: descrição, fundamentos e aplicações. 2. ed São Paulo, SP: Ed. UNESP, 2008. 476 p. Inclui bibliografia e índice. ISBN 9788571397880.;-;4;3;526.982 M744p 2.ed.;Offline;7.0;Apenas Físico
787;GA116;Complementar;NADAL, Carlos Aurélio. Introdução à trigonometria esférica: aplicações na astronomia e na cartografia. Curitiba, PR: UFPR, Departamento de Geociências, 1998. 49 p.;-;3;0;526.6 N127;Offline;3.0;Apenas Físico
788;GA116;Complementar;"NADAL, Carlos Aurélio; HATSCHBACH, Fernando. Introdução aos sistemas de medição do tempo. [2. ed.] Curitiba, PR: Departamento de Geomática, 2000. 50p., il.";-;3;0;526.6 N127i 2.ed.;Offline;3.0;Apenas Físico
789;GA116;Complementar;SILVA, Irineu. Topografia para engenharia: teoria e prática de geomática. Rio de Janeiro, RJ: Elsevier, 2015. 412 p., il. Inclui bibliografia. ISBN 9788535277487 (Broch.).; ;0;6; ;Offline;6.0;Apenas Físico
790;GA117;Básica;"RAMAKRISHNAN, Raghu; GEHRKE, Johannes. Sistemas de gerenciamento de banco de dados. 3. ed. São Paulo, SP: McGraw-Hill, 2008. xxvii, 884p., il. , 29 cm. Inclui referências e índice. . ISBN 9788577260270 . Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788563308771/. Acesso em: 31 jul. 2023"; ; ; ; ;Online;0.0;Apenas Online
791;GA117;Básica;"CASANOVA, Marco Antonio; CÂMARA, Gilberto; DAVIS, Clodoveu; VINHAS, Lúbia; QUEIROZ, GR de. Banco de dados geográficos. [S. l.]: MundoGEO Curitiba, 2005. Disponível em: http://www.dpi.inpe.br/livros/bdados/capitulos.html. Acesso em: 31 jul. 2023."; ; ; ; ;Online;0.0;Apenas Online
792;GA117;Básica;"BARBOZA, Fabrício F M.; FREITAS, Pedro H C. Modelagem e desenvolvimento de banco de dados. [Digite o Local da Editora]: Grupo A, 2018. E-book. ISBN 9788595025172. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788595025172/. Acesso em: 31 jul. 2023."; ; ; ; ;Online;0.0;Apenas Online
793;GA117;Básica;WAZLAWICK, Raul S. Análise e Design Orientados a Objetos para Sistemas de Informação: Modelagem com UML, OCL e IFML. [Digite o Local da Editora]: Grupo GEN, 2014. E-book. ISBN 9788595153653. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788595153653/. Acesso em: 31 jul. 2023; ; ; ; ;Online;0.0;Apenas Online
794;GA117;Complementar;FOWLER, Martin. UML essencial. [Digite o Local da Editora]: Grupo A, 2011. E-book. ISBN 9788560031382. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788560031382/. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
795;GA117;Complementar;MODULE: SPATIAL DATABASE CONCEPTS WITH POSTGIS — QGIS DOCUMENTATION DOCUMENTATION. [s. d.]. Disponível em: https://docs.qgis.org/testing/en/docs/training_manual/spatial_databases/. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
796;GA117;Complementar;GEOPORTAL - ET-EDGV. [s. d.]. Disponível em: https://www.bdgex.eb.mil.br/portal/index.php?option=com_content&view=article&id=81&Itemid=353&lang=pt. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
797;GA117;Complementar;HOME · DSGOFICIAL/DSGTOOLS WIKI · GITHUB. [s. d.]. Disponível em: https://github.com/dsgoficial/DsgTools/wiki. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
798;GA117;Complementar;POSTGIS OFFICIAL MANUAL. 1 fev. 2022. PostGIS. Disponível em: https://postgis.net/documentation/manual/. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
799;GA117;Complementar;OMTG CLODOVEU DAVIS. [s. d.]. Disponível em: https://homepages.dcc.ufmg.br/~clodoveu/DocuWiki/doku.php?id=omtg. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
800;GA117;Complementar;SIMPLE FEATURE ACCESS - PART 1: COMMON ARCHITECTURE. [S. l.: s. n.], [s. d.]. Disponível em: https://www.ogc.org/standard/sfa/. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
801;GA119;Básica;"HOFMANN-WELLENHOF, Bernhard; MORITZ, Helmut. Physical Geodesy. Second, corrected edition Viena, Austria: Springer-Verlag, 2006. Ebook. v.: digital. (Earth and Environmental Science (Springer-11646; ZDB- 2-EES). Disponível em: http://dx.doi.org/10.1007/978-3-211-33545-1. Acesso em: 28 jul. 2023."; ; ; ; ;Online;0.0;Apenas Online
802;GA119;Básica;IBGE. Especificações e normas para levantamentos geodésicos associados ao Sistema Geodésico Brasileiro. Rio de Janeiro, RJ: IBGE, 2017. 62 p. Disponível em: https://geoftp.ibge.gov.br/metodos_e_outros_documentos_de_referencia/normas/normas_levantamentos_geodesicos.pdf. Acesso em: 28 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
803;GA119;Básica;"SEEBER, Günter. Satellite geodesy. 2nd completely rev. and extended ed Berlin; New York City, New York: Walter de Gruyter, 2003. xix, 589 p., il. Inclui bibliografia e índice. ISBN 3110175495 (enc.)."; ;5;0;526.72 S451s 2.ed.;Offline;5.0;Apenas Físico
804;GA119;Básica;"TORGE, Wolfgang. Geodesy. 3rd completely rev. and extended ed Berlin; New York City, New York: W. de Gruyter, 2001. xv, 416 p., il., mapas. Inclui referencias bibliograficas e índice. ISBN 3110170728 (broch.).";-;5;3;526.1 T682 4.ed;Offline;8.0;Apenas Físico
805;GA119;Complementar;BOMFORD, G. (Guy). Geodesy. 3rd ed. Oxford, England: Clarendon Press, 1971. x, 731, illus, 24 cm. Bibliography: p. [687]-708.; ;7;0;526 B695 3.ed.;Offline;7.0;Apenas Físico
806;GA119;Complementar;COSTA, Sonia Maria Alves. Integração da rede geodésica brasileira aos sistemas de referencia terrestres. 1999. 156 f. Tese (doutorado) - Universidade Federal do Paraná. Disponível em: http://hdl.handle.net/1884/44186. Acesso em: 28 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
807;GA119;Complementar;DALAZOANA, Regiane. Implicações na cartografia com a evolução do sistema geodésico brasileiro e futura adoção do SIRGAS. 2001. 122 f. Dissertação (mestrado) - Universidade Federal do Paraná. Disponível em: http://hdl.handle.net/1884/41206. Acesso em: 28 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
808;GA119;Complementar;"DALAZOANA, R.; DE FREITAS, S. R. C. EFEITOS NA CARTOGRAFIA DEVIDO A EVOLUÇÃO DO SISTEMA GEODÉSICO BRASILEIRO E ADOÇÃO DE UM REFERENCIAL GEOCÊNTRICO. Revista Brasileira de Cartografia, [S. l.], v. 54, n. 1, 2009. DOI: 10.14393/rbcv54n1-43939. Disponível em: https://seer.ufu.br/index.php/revistabrasileiracartografia/article/view/43939. Acesso em: 14 abr. 2022."; ; ; ; ;Online;0.0;Apenas Online
809;GA119;Complementar;DALAZOANA, Regiane. Estudos dirigidos a análise temporal do Datum vertical brasileiro . 2006. xiv, 188f. Tese (doutorado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa: Curitiba, 2006. Disponível em: http://hdl.handle.net/1884/3922. Acesso em: 28 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
810;GA119;Complementar;"DALAZOANA, R. .; DE FREITAS, S. R. C. Sistemas Geodésicos de Referência: Rumo ao GGRS/GGRF. Revista Brasileira de Cartografia, [S. l.], v. 72, p. 962–982, 2020. DOI: 10.14393/rbcv72nespecial50anos-56601. Disponível em: https://seer.ufu.br/index.php/revistabrasileiracartografia/article/view/56601. Acesso em: 28 jul. 2023."; ; ; ; ;Online;0.0;Apenas Online
811;GA119;Complementar;"DEAKIN, R. E.; HUNTER, M. N. Geometric Geodesy – Part A. RMIT University, Melbourne, Austrália. 2013. 151 p. Disponível em: http://www.mygeodesy.id.au/geodesy/. Acesso em: 14 abr. 2022.";-;0;0; ;Online;0.0;Apenas Online
812;GA119;Complementar;FERREIRA, Vagner Gonçalves. Solução do tipo Brovar para o segundo problema de valor de contorno da geodésia com vistas à modernização de sistemas de altitudes. 2011. 171f. Tese (doutorado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa: Curitiba, 10/02/2011. Disponível em: http://hdl.handle.net/1884/25954. Acesso em: 28 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
813;GA119;Complementar;"FREITAS, S. R. C. de; DALAZOANA, R.; FERREIRA, V. G. THE SPATIAL AGE AND THE NEW PARADIGMS IN GEODESY: IMPLICATIONS FOR SURVEYING AND MAPPING IN BRAZIL. Revista Brasileira de Cartografia, [S. l.], v. 64, n. 4, 2012. DOI: 10.14393/rbcv64n4-43825. Disponível em: https://seer.ufu.br/index.php/revistabrasileiracartografia/article/view/43825. Acesso em: 28 jul. 2023."; ; ; ; ;Online;0.0;Apenas Online
814;GA119;Complementar;GEMAEL, Camil. Introdução à geodésia geométrica. Curitiba, PR: Curso de Pós-Graduação em Ciências Geodésicas, 1988. 2 v., il., formulas, gráficos, 31 cm.; ;v. - 8,  v.2 - 10; ;526.3 G322 GEO;Offline;9.0;Apenas Físico
815;GA119;Complementar;GEMAEL, Camil. Introdução à geodésia física. 1 ed. atual. Curitiba, PR: Ed. UFPR, 2012. 302 p., il., grafs. (Série Didática (Ed. UFPR), n.43). Inclui referências e índice. ISBN 8573350296.; ;17;9;526.7 G322i;Offline;26.0;Apenas Físico
816;GA119;Complementar;GEMAEL, Camil. Introdução ao ajustamento de observações: aplicação geodésicas. 2.ed. Curitiba, PR: Ed. UFPR, 2015. 428 p., il., grafs., tabs. (Série Pesquisa (Ed. UFPR), n.281). Inclui bibliografia. ISBN 9788584800087.; ;3;1;526.51 G322 2.ed.;Offline;4.0;Apenas Físico
817;GA119;Complementar;"HEISKANEN, Weikko A; MORITZ, Helmut. Physical geodesy. San Francisco: W. H. Freeman, c1967. 363 p. (A Series of Books in Geology)."; ;5;0;526.7 H473;Offline;5.0;Apenas Físico
818;GA119;Complementar;IBGE. Resolução PR 01/2005. Altera a caracterização do Sistema Geodésico Brasileiro. Rio de Janeiro, RJ: IBGE, 2005.    Disponível em: http://geoftp.ibge.gov.br/metodos_e_outros_documentos_de_referencia/normas/rpr_01_25fev2005.pdf. Acesso em: 14 abr. 2022.; ;;;;Online;0.0;Apenas Online
819;GA119;Complementar;JEKELI, C. Geometric Reference Systems in Geodesy. Ohio State University. 2016. 214p. Disponível em: https://kb.osu.edu/handle/1811/77986. Acesso em: 14 abr. 2022.;-;0;0; ;Online;0.0;Apenas Online
820;GA119;Complementar;LUZ, Roberto Teixeira. Estratégias para modernização da componente vertical do Sistema Geodésico Brasileiro e sua integração ao SIRGAS. 2008. xxiii, 205f. Tese (doutorado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa: Curitiba, 14/03/2008. Disponível em: http://hdl.handle.net/1884/17075. Acesso em: 28 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
821;GA119;Complementar;MONICO, João Francisco Galera. Posicionamento pelo GNSS: descrição, fundamentos e aplicações. 2. ed São Paulo, SP: Ed. UNESP, 2008. 476 p. Inclui bibliografia e índice. ISBN 9788571397880.;-;4;3;526.982 M744p 2.ed.;Offline;7.0;Apenas Físico
822;GA119;Complementar;RAPP, R. H. Geometric Geodesy – Part I. Ohio State University. 1991. 189 p. Disponível em: https://kb.osu.edu/handle/1811/24333. Acesso em: 14 abr. 2022.;-;0;0; ;Online;0.0;Apenas Online
823;GA119;Complementar;RAPP, R. H. Geometric Geodesy – Part II. Ohio State University. 1993. 225 p. Disponível em: https://kb.osu.edu/handle/1811/24409. Acesso em: 14 abr. 2022.;-;0;0; ;Online;0.0;Apenas Online
824;GA119;Complementar;"VANICEK, Petr; KRAKIWSKY, Edward J. Geodesy: the concepts. 2nd ed Amsterdã, Holanda: Elsevier, c1986. 697 p. Inclui bibliografia. ISBN 0444877770 (broch.)."; ;3;0;526.1 V258g 2.ed.;Offline;3.0;Apenas Físico
825;GA119;Complementar;ZANETTI, Maria Aparecida Zehnpfenning. Implicações atuais no relacionamento entre sistemas terrestres de referencia de origem local e geocêntrica. 2006. xvi, 111f. Tese (doutorado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa: Curitiba, 2006. Disponível em: http://hdl.handle.net/1884/81045. Acesso em: 28 jul. 2023.;-;1;0;T 526.6 Z28;Online;1.0;Online e Físico
826;GA120;Básica;Manual Técnico T34-700, Parte 1. Disponível em:  https://bdex.eb.mil.br/jspui/bitstream/1/2596/1/T-34-700-1-Parte.pdf. Acesso em: 31 de julho de 2023.; ; ; ; ;Online;0.0;Apenas Online
827;GA120;Básica;Manual Técnico T34-700, Parte 2.https://bdex.eb.mil.br/jspui/bitstream/1/2596/2/T-34-700-2-Parte.pdf . Acesso em: 31 de julho de 2023.; ; ; ; ;Online;0.0;Apenas Online
828;GA120;Básica;GEOPORTAL BDGEx. Disponível em: http://www.geoportal.eb.mil.br/portal/images/PDF/ET_PCDG_2016_2aEdicao_Aprovada_Publicada_BE_7_16.pdf. Acesso em: 31 de julho de 2023.; ; ; ; ;Online;0.0;Apenas Online
829;GA120;Básica;"LÖBLER, Carlos A.; GONÇALVES, Cristina M R.; DAVES, Larissa F.; et al. Cartografia.: Grupo A, 2020. E-book. ISBN 9786581492564. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9786581492564/. Acesso em: 01 ago. 2023."; ; ; ; ;Online;0.0;Apenas Online
830;GA120;Complementar;"BUTTENFIELD, Barbara P; MCMASTER, Robert B. Map generalization: making rules for knowledge representation. London, England: Longman, 1991. 245p., il. ISBN (broch.)."; ;2;0;526.0285 M297;Offline;2.0;Apenas Físico
831;GA120;Complementar;KEATES, J.S. Cartographic design and production. London, England: Longman, c1973. xvi, 220 p., il. Inclui referencias bibliográficas e índice. ISBN 0582484405 (broch.); ;4;1;526 K25;Offline;5.0;Apenas Físico
832;GA120;Complementar;ROBINSON, Arthur Howard. Elements of cartography. 6th. ed. New York City, New York: John Wiley & Sons, 1995. 674p., il. ISBN 0471555797.;-;8;0;526.8 E39;Offline;8.0;Apenas Físico
833;GA120;Complementar;Instituto Brasileiro de Geografia e Estatística. Disponível em: http://www.ibge.gov.br. . Acesso em: 31 de julho 2023.; ; ; ; ;Online;0.0;Apenas Online
834;GA120;Complementar;Institut national de l'information géographique et forestière (IGN). Dsiponível em: http://www.ign.fr . Acesso em: 31 de julho 2023.; ; ; ; ;Online;0.0;Apenas Online
835;GA120;Complementar;Ordnance Survey. Disponível em: http://www.ordnancesurvey.co.uk/oswebsite/. Acesso em: 31 de julho 2023.; ; ; ; ;Online;0.0;Apenas Online
836;GA120;Complementar;Site IGEO Informação Geográfica. Disponível em: http://www.igeo.pt. Acesso em: 31 de julho 2023.; ; ; ; ;Online;0.0;Apenas Online
837;GA120;Complementar;Instituto Geográfico Militar do Chile. Disponível em: http://www.igm.cl/ . Acesso em: 31 de julho 2023.; ; ; ; ;Online;0.0;Apenas Online
838;GA120;Complementar;United States Geological Survey. Disponível em: http://www.usgs.gov/. Acesso em: 31 de julho 2023.; ; ; ; ;Online;0.0;Apenas Online
839;GA121;Básica;ANDRADE, José Bittencourt de. Fotogrametria. 2. ed. rev., ampl. e atual. Curitiba, PR: SBEE, 2003. xvi, 255 p., il., 22 cm. Inclui referências. ISBN 8586180289.; ;7;0;526.982 A553f;Offline;7.0;Apenas Físico
840;GA121;Básica;"DALMOLIN, Quintino; TOSI, Maurício Garcia. Projeto fotogramétrico. Curitiba, PR: UFPR, 1999. 49p., il.,grafs. Inclui bibliografia."; ;3;0;526.982 D148pr;Offline;3.0;Apenas Físico
841;GA121;Básica;KERSTING, Ana Paula Baungarten. Quality Assurance of Multi-Sensor Systems. 2011. 265f. Tese (doutorado) – University of Calgary, Department of Geomatics Engineering. Disponível em: https://prism.ucalgary.ca/items/e792772d-3388-49a8-b088-f234cff15601. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
842;GA121;Básica;LUGNANI, João Bosco. Introdução a fototriangulação. Curitiba, PR: [s.n.], 1987. 134p., il., 23 cm.; ;7;1;526.982 L951i;Offline;8.0;Apenas Físico
843;GA121;Básica;MARTINS, Marlo Antonio Ribeiro. Estudo da integração de nuvens de pontos obtidas de aerolevantamentos VANT e LiDAR. 2021. 1 recurso online Tese (doutorado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa : Curitiba, 30/07/2021. Disponível em: http://hdl.handle.net/1884/80325. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
844;GA121;Básica;MIKHAIL, Edward M. Introduction to modern photogrammetry. New York City, New York: John Wiley & Sons, c2001. ix, 479 p., il., fig., fotos, graf., tab. Inclui bibliografia, indice e apendices. ISBN 0471309249 (enc.).; ;6;0;526.982 M636;Offline;6.0;Apenas Físico
845;GA121;Básica;MITISHITA, Edson Aparecido et al. Monorestituição digital de aerofotos, associada com sistema de computação grafica C.A.D., para fins de mapeamento na area florestal. 1997. 253f. Tese (doutorado) - Universidade Federal do Parana, Setor de Ciencias Agrarias. Disponível em: http://hdl.handle.net/1884/26745. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
846;GA121;Básica;"SANTOS, Daniel Rodrigues dos; OLIVEIRA, Henrique Cândido de. Princípios de aquisição e processamento de dados espaciais. Curitiba, PR: Editora Blucher, 2022. E-book. ISBN 9786555065565. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9786555065565/. Acesso em: 31 jul. 2023."; ; ; ; ;Online;0.0;Apenas Online
847;GA121;Complementar;"COELHO FILHO, Luiz Carlos Teixeira; BRITO, Jorge Luís Nunes e Silva. Fotogrametria digital. Rio de Janeiro, RJ: EdUERJ, 2007. 196 p., il. Bibliografia. ISBN 9788575111147. Disponível em: http://www.efoto.eng.uerj.br/images/Documentos/fotogrametria_digital_revisado.pdf . Acesso em: 31 jul. 2023."; ; ; ; ;Online;0.0;Apenas Online
848;GA121;Complementar;CORTES, João Batista Ramos. Análise da estabilidade geométrica de câmaras digitais de baixo custo com diferentes métodos de calibração. 2010. 140f. Tese (doutorado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa: Curitiba, 30/08/2010. Disponível em: http://hdl.handle.net/1884/24923. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
849;GA121;Complementar;COSTA, Felipe André Lima. Estudo da integração de dados LIDAR com fotogramétricos com georreferenciamento direto. 2019. 1 recurso online Tese (doutorado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa : Curitiba, 26/02/2019. Disponível em: http://hdl.handle.net/1884/60416. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
850;GA121;Complementar;DEBIASI, Paula. Desenvolvimento de metodologias de calibração de uma câmara digital de baixo custo integrada com um sistema lidar. 2012. 193f. Tese (doutorado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa: Curitiba, 24/09/2012. Disponível em: http://hdl.handle.net/1884/28848. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
851;GA121;Complementar;ERCOLIN FILHO, Leonardo. Calibração de um sistema fotogramétrico multi-câmeras para uso em aplicações de mapeamento com georreferenciamento direto. 2017. 154 f. Tese (doutorado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa: Curitiba, 31/03/2017. Disponível em: http://hdl.handle.net/1884/47451. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
852;GA121;Complementar;GRAÇA, Niarkios Luiz Santos de Salles. Estudo da influência da geometria de voo na obtenção de produtos cartográficos empregando recobrimento aéreo com VANT e técnica fotogramétrica SFM. 2019. 1 recurso online Tese (doutorado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa : Curitiba, 27/02/2019. Disponível em: http://hdl.handle.net/1884/64082. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
853;GA121;Complementar;"KRAUS, Karl. Photogrammetry: geometry from images and laser scans. 2. ed Berlin; New York City, New York: W. de Gruyter, c2007. xv, 459 p., il., grafs., tabs. Inclui referências e índice. ISBN 9783110190076 (enc.)."; ;1;0;526.982 K91 2.ed.;Offline;1.0;Apenas Físico
854;GA121;Complementar;MARTINS, Marlo Antonio Ribeiro. Geração de ortoimagens a partir de georreferenciamento direto de imagens digitais aéreas de pequeno formato com dados lidar. 2010. 131f. Dissertação (mestrado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa: Curitiba, 25/02/2010. Disponível em: http://hdl.handle.net/1884/23968. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
855;GA121;Complementar;MENDONÇA JÚNIOR, Marcis Gualberto. Reconstrução de edificações para geração de ortoimagens verdadeiras com emprego de dados lidar. 2010. 238f. Tese(doutorado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa: Curitiba, 26/02/2010. Disponível em: http://hdl.handle.net/1884/23972. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
856;GA121;Complementar;MITISHITA, Edson Aparecido. Detecção de erros grosseiros nas aerotriangulações. 1986. 245 p. Dissertação (mestrado) - Universidade Federal do Paraná, Curso de Pós-Graduação em Ciências Geodésicas. Disponível em: http://hdl.handle.net/1884/79118. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
857;GA121;Complementar;PITOMBEIRA, Kalima Mendes. Influência da calibração in situ na fototriangulação de imagens adquiridas por VANT com posicionamento direto. 2021. 1 recurso online Dissertação (mestrado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa : Curitiba, 28/07/2021. Disponível em: http://hdl.handle.net/1884/73696. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
858;GA121;Complementar;SANTOS, Daniel Rodrigues dos. Automação da resseção espacial de imagens com uso de hipóteses de rodovias como apoio de campo derivadas do sistema de varredura Laser. 2005. 121f. Tese (doutorado) - Universidade Federal do Paraná, Setor de ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa: Curitiba, 2005. Disponível em: http://hdl.handle.net/1884/3113. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
